source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell subclass]	characteristics[activation encounter]	characteristics[activation state]	characteristics[individual]	characteristics[biological replicate]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD004352-Sample-25	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	not applicable	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-26	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	not applicable	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-27	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	not applicable	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-28	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_01.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mTregs_n_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-29	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_02.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mTregs_n_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-30	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_03.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_n_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mTregs_n_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-31	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_01.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mTregs_p_01.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-32	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_02.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mTregs_p_02.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-33	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_03.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mTregs_p_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mTregs_p_03.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-34	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_01.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_nTregs_n_01.raw	1	3	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-35	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_02.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_nTregs_n_02.raw	1	3	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-36	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_03.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_n_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_nTregs_n_03.raw	1	3	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-37	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_01.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_nTregs_p_01.raw	1	4	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-38	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_02.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_nTregs_p_02.raw	1	4	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-39	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_03.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_nTregs_p_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_nTregs_p_03.raw	1	4	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-40	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_pDC_n_01.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_n_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_pDC_n_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
PXD004352-Sample-41	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_pDC_n_02.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_n_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_pDC_n_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
PXD004352-Sample-42	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_pDC_n_03.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_n_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_pDC_n_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
PXD004352-Sample-43	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_pDC_n_04.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_n_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_pDC_n_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
PXD004352-Sample-44	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_pDC_p_01.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_p_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_pDC_p_01.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
PXD004352-Sample-45	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_pDC_p_02.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_p_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_pDC_p_02.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
PXD004352-Sample-46	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_pDC_p_03.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_p_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_pDC_p_03.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
PXD004352-Sample-47	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150112_EXQ00_JaRi_SA_Sups_pDC_p_04.raw	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_pDC_p_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_pDC_p_04.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
PXD004352-Sample-48	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	controlCTR	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-49	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	controlCTR	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-50	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	controlCTR	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
